county,phase,month,flood_type,detected_pixels,crop_exposed_hectares,rangeland_exposed_hectares,crop_hectares,rangeland_hectares,crop_exposed_percent,rangeland_exposed_percent
Kapoeta South,maturation and harvest,11,unusual,30,1323.1724847124194,4468.113477891305,19941.429357209403,44192.33651927549,6.635294095576224,10.110607018803893
Budi,vegetative growth and flowering,8,recurring,49,10487.36726905545,54531.40240454821,95355.15512455082,312432.8131053449,10.99821740665943,17.453801302925733
Budi,vegetative growth and flowering,8,unusual,35,7510.412443249753,37834.24448658959,95355.15512455082,312432.8131053449,7.876252137013271,12.10956176803132
Budi,maturation and harvest,10,recurring,36,7578.964117121914,41547.185762701476,95355.15512455082,312432.8131053449,7.94814303140972,13.297958479378016
Budi,maturation and harvest,10,unusual,23,4800.792779112957,31153.988837732562,95355.15512455082,312432.8131053449,5.034644191855455,9.97142026411553
Budi,maturation and harvest,11,recurring,36,7616.837880718503,41872.90493860484,95355.15512455082,312432.8131053449,7.987861663870775,13.402211029763476
Budi,maturation and harvest,11,unusual,27,5740.096003121878,25445.965403759004,95355.15512455082,312432.8131053449,6.01970181436367,8.144459972320266
Torit,vegetative growth and flowering,8,recurring,61,6525.1172095289585,67103.7257488147,48498.92843189556,334452.2324220718,13.454147175007856,20.063769723663015
Torit,vegetative growth and flowering,8,unusual,41,4413.342082338,40780.69271183125,48498.92843189556,334452.2324220718,9.099875450929641,12.193278668377031
Torit,maturation and harvest,10,recurring,47,5034.781335942965,53014.55968683096,48498.92843189556,334452.2324220718,10.38122180990666,15.851160359404531
Torit,maturation and harvest,10,unusual,32,3484.764045000318,33881.52955824231,48498.92843189556,334452.2324220718,7.1852392571802595,10.130454000224619
Torit,maturation and harvest,11,recurring,43,4622.272442052339,56214.73603726068,48498.92843189556,334452.2324220718,9.53066921580164,16.80800143869838
Torit,maturation and harvest,11,unusual,32,3476.5083541410195,36085.92204506237,48498.92843189556,334452.2324220718,7.168216838074873,10.789559329214667
Kapoeta North,vegetative growth and flowering,8,recurring,64,11832.182628641518,50882.32894773991,82952.15823957657,230513.7323945853,14.263863508492017,22.073448041109035
Kapoeta North,vegetative growth and flowering,8,unusual,35,6403.357628888257,35194.324585146176,82952.15823957657,230513.7323945853,7.7193381881572405,15.267777854076725
Kapoeta North,maturation and harvest,10,recurring,51,9476.036481900077,43580.1444105341,82952.15823957657,230513.7323945853,11.423496004205287,18.905660828889424
Kapoeta North,maturation and harvest,10,unusual,31,5780.982535599884,27042.815833340133,82952.15823957657,230513.7323945853,6.969056210573397,11.73154221764506
Kapoeta North,maturation and harvest,11,recurring,52,9531.52168388195,35177.26533914457,82952.15823957657,230513.7323945853,11.49038419995497,15.260377320570804
Kapoeta North,maturation and harvest,11,unusual,35,6492.704000752437,23312.388467831704,82952.15823957657,230513.7323945853,7.827046503118904,10.113231964821244
Lafon,vegetative growth and flowering,8,recurring,70,14654.625933853582,124692.39589224626,94271.47314804717,547023.3093096673,15.545133055085977,22.794713455557424
Lafon,vegetative growth and flowering,8,unusual,37,7788.2129738283775,86988.78499416994,94271.47314804717,547023.3093096673,8.261473713895931,15.902208098581408
Lafon,maturation and harvest,10,recurring,53,11140.902041652247,112576.38560711754,94271.47314804717,547023.3093096673,11.817893228586966,20.579815099504028
Lafon,maturation and harvest,10,unusual,31,6564.6313318455295,62258.90256637593,94271.47314804717,547023.3093096673,6.9635395657138055,11.381398471839425
Lafon,maturation and harvest,11,recurring,49,10255.125056257573,105884.7901349358,94271.47314804717,547023.3093096673,10.878290869765632,19.35654081515472
Lafon,maturation and harvest,11,unusual,33,6820.0059250750055,63549.88291880782,94271.47314804717,547023.3093096673,7.234432323301698,11.617399448481734
Kapoeta East,vegetative growth and flowering,8,recurring,43,31176.951375191395,278796.92080723256,327928.8344946085,1639432.5569462792,9.507230867099604,17.00569624690991
Kapoeta East,vegetative growth and flowering,8,unusual,27,19635.746210210888,160646.21740829028,327928.8344946085,1639432.5569462792,5.987807153485833,9.798891496184574
Kapoeta East,maturation and harvest,10,recurring,35,25250.627040121766,217570.7024817244,327928.8344946085,1639432.5569462792,7.7000325631739805,13.27109807353019
Kapoeta East,maturation and harvest,10,unusual,25,17982.10834032118,171288.5705785081,327928.8344946085,1639432.5569462792,5.483539856455296,10.448040076595898
Kapoeta East,maturation and harvest,11,recurring,42,30459.587431626256,225916.2345894218,327928.8344946085,1639432.5569462792,9.288474884671064,13.780148114798271
Kapoeta East,maturation and harvest,11,unusual,22,16235.920961372201,167808.10308419605,327928.8344946085,1639432.5569462792,4.951050122321322,10.23574299370796
Awerial,vegetative growth and flowering,8,recurring,97,15134.88921491536,90940.55048704735,70454.57209225051,243609.60138930887,21.481770118621,37.330445913630726
Awerial,vegetative growth and flowering,8,unusual,66,10284.957944795347,54708.06391112572,70454.57209225051,243609.60138930887,14.597999305607333,22.457269171299032
Awerial,maturation and harvest,10,recurring,81,12740.827880892817,70868.28323806754,70454.57209225051,243609.60138930887,18.083748864744315,29.090923688518334
Awerial,maturation and harvest,10,unusual,48,7567.602391929413,45146.54968331668,70454.57209225051,243609.60138930887,10.741109011379255,18.532335928405654
Awerial,maturation and harvest,11,recurring,82,12813.126206094039,72231.8553394674,70454.57209225051,243609.60138930887,18.186365803651498,29.650660289055992
Awerial,maturation and harvest,11,unusual,53,8298.19908965769,42380.059285650874,70454.57209225051,243609.60138930887,11.778084577381787,17.396711395592302
Yirol West,vegetative growth and flowering,8,recurring,118,6978.605170877623,49928.34022674384,26621.479577871927,126324.05944120283,26.214189750288405,39.52401501946891
Yirol West,vegetative growth and flowering,8,unusual,67,3939.0024650918976,30472.197763718876,26621.479577871927,126324.05944120283,14.796331862658906,24.12224393240155
Yirol West,maturation and harvest,10,recurring,84,4975.461954302159,39466.90137624113,26621.479577871927,126324.05944120283,18.689652240207636,31.24258478616331
Yirol West,maturation and harvest,10,unusual,56,3321.2758580380573,22689.475386419315,26621.479577871927,126324.05944120283,12.475925120250412,17.961325409258293
Yirol West,maturation and harvest,11,recurring,89,5293.097642378287,39879.2481105729,26621.479577871927,126324.05944120283,19.88280789163187,31.569004579950647
Yirol West,maturation and harvest,11,unusual,53,3148.8772002952246,23033.58444872632,26621.479577871927,126324.05944120283,11.82833279827394,18.233727249279255
Wulu,vegetative growth and flowering,8,recurring,95,41292.08929131915,163128.25751075926,196019.86709848198,468856.35276757716,21.06525726322101,34.79280093952906
Wulu,vegetative growth and flowering,8,unusual,63,27476.441471825292,97879.63898588097,196019.86709848198,468856.35276757716,14.017171768625323,20.876253122755948
Wulu,maturation and harvest,10,recurring,77,33378.608657193385,123065.51041745837,196019.86709848198,468856.35276757716,17.028176353381415,26.24802024991752
Wulu,maturation and harvest,10,unusual,43,18542.060431465918,69760.88069023321,196019.86709848198,468856.35276757716,9.459276095800146,14.87894539093838
Wulu,maturation and harvest,11,recurring,70,30505.132710727496,114896.95796403271,196019.86709848198,468856.35276757716,15.562265785743783,24.50579101377555
Wulu,maturation and harvest,11,unusual,46,20179.290036535116,69895.04211858341,196019.86709848198,468856.35276757716,10.294512661003324,14.907560003400869
Rumbek East,vegetative growth and flowering,8,recurring,120,15703.041788850138,91365.13215761138,58758.62526139827,214736.59071894336,26.72465824207483,42.54753782376757
Rumbek East,vegetative growth and flowering,8,unusual,70,9194.147941476996,56402.137005171324,58758.62526139827,214736.59071894336,15.64731628858773,26.265731804875724
Rumbek East,maturation and harvest,10,recurring,93,12197.589936380316,69113.31533082225,58758.62526139827,214736.59071894336,20.7588075488784,32.18516001368429
Rumbek East,maturation and harvest,10,unusual,54,7089.679377232019,44266.73137266735,58758.62526139827,214736.59071894336,12.065767954393607,20.61443335039513
Rumbek East,maturation and harvest,11,recurring,93,12119.028317963897,72335.85280415708,58758.62526139827,214736.59071894336,20.62510527441755,33.68585324092874
Rumbek East,maturation and harvest,11,unusual,61,7968.452367153726,45424.48565720397,58758.62526139827,214736.59071894336,13.56133219881275,21.153584261127403
Cueibet,vegetative growth and flowering,8,recurring,113,11139.554294387375,105918.29536154315,44171.594456432926,254329.14928490605,25.218818635524865,41.64614856745766
Cueibet,vegetative growth and flowering,8,unusual,73,7155.168951602386,59636.69531005102,44171.594456432926,254329.14928490605,16.19857521480152,23.44862768492355
Cueibet,maturation and harvest,10,recurring,85,8300.695338397067,78542.28874121544,44171.594456432926,254329.14928490605,18.791930516758143,30.882141886626748
Cueibet,maturation and harvest,10,unusual,48,4744.225791845811,50431.93535915629,44171.594456432926,254329.14928490605,10.74044496293904,19.82939647341058
Cueibet,maturation and harvest,11,recurring,90,8865.049372949878,77655.2405214189,44171.594456432926,254329.14928490605,20.06957068686665,30.53336227473773
Cueibet,maturation and harvest,11,unusual,53,5201.127245315763,49462.13403777158,44171.594456432926,254329.14928490605,11.774823411560813,19.448079064803864
Rumbek North,vegetative growth and flowering,8,recurring,136,7489.674097687019,101067.690118329,24819.080043369144,207890.82852695143,30.177081844288654,48.61575223614368
Rumbek North,vegetative growth and flowering,8,unusual,83,4595.371299366401,61295.26163037814,24819.080043369144,207890.82852695143,18.515477976364945,29.484351024379936
Rumbek North,maturation and harvest,10,recurring,99,5462.3195719564055,78934.8911720755,24819.080043369144,207890.82852695143,22.00854972227611,37.96939563490277
Rumbek North,maturation and harvest,10,unusual,64,3519.2320271223352,48222.58612567794,24819.080043369144,207890.82852695143,14.179542597762644,23.196110413993686
Rumbek North,maturation and harvest,11,recurring,101,5565.430524584013,74268.45009016729,24819.080043369144,207890.82852695143,22.42400006309225,35.724736207176626
Rumbek North,maturation and harvest,11,unusual,66,3653.2834126903545,45524.23254785899,24819.080043369144,207890.82852695143,14.719656837830273,21.898143785576924
Rumbek Centre,vegetative growth and flowering,8,recurring,126,13695.955720513068,74163.16600533573,48768.549404444886,173142.38086119833,28.08358232460526,42.83362954607256
Rumbek Centre,vegetative growth and flowering,8,unusual,73,7891.862510966983,43306.340257405485,48768.549404444886,173142.38086119833,16.182278553168736,25.011981492920867
Rumbek Centre,maturation and harvest,10,recurring,96,10383.263762802715,61941.85573795011,48768.549404444886,173142.38086119833,21.290901389526173,35.7750975987829
Rumbek Centre,maturation and harvest,10,unusual,57,6177.76150062203,37986.301710571046,48768.549404444886,173142.38086119833,12.667511287631152,21.939343516953958
Rumbek Centre,maturation and harvest,11,recurring,94,10148.059612865067,61624.43098286983,48768.549404444886,173142.38086119833,20.808614848692113,35.591765965302166
Rumbek Centre,maturation and harvest,11,unusual,57,6214.7365048086995,35027.42074134499,48768.549404444886,173142.38086119833,12.74332860153161,20.230414163834993
Yirol East,vegetative growth and flowering,8,recurring,123,21661.632177330142,103013.81548649578,79502.1149671149,242715.64401584532,27.24661122070805,42.44218204565779
Yirol East,vegetative growth and flowering,8,unusual,71,12496.532286445945,67081.16599336761,79502.1149671149,242715.64401584532,15.718490371752985,27.637759512933712
Yirol East,maturation and harvest,10,recurring,100,17672.773660094655,79083.34165916416,79502.1149671149,242715.64401584532,22.22931260055759,32.58271298491222
Yirol East,maturation and harvest,10,unusual,59,10355.16804477529,45625.791758647254,79502.1149671149,242715.64401584532,13.025022100429128,18.79804325907754
Yirol East,maturation and harvest,11,recurring,93,16420.837457775717,81801.26827822141,79502.1149671149,242715.64401584532,20.65459197477702,33.702511681892716
Yirol East,maturation and harvest,11,unusual,60,10685.96967848493,45722.23879577594,79502.1149671149,242715.64401584532,13.44111371490564,18.8377798971998
Aweil South,vegetative growth and flowering,8,recurring,85,5734.920414761562,19116.32533014866,30503.11511664916,64590.03431542179,18.801097503747535,29.596400640995423
Aweil South,vegetative growth and flowering,8,unusual,48,3270.441575556566,12146.904370435444,30503.11511664916,64590.03431542179,10.721664207245178,18.806158719651272
Aweil South,maturation and harvest,10,recurring,60,4085.131984805441,13854.433104019243,30503.11511664916,64590.03431542179,13.392507516636229,21.449799881452144
Aweil South,maturation and harvest,10,unusual,35,2343.830496389387,8884.794100047267,30503.11511664916,64590.03431542179,7.683905356637104,13.755673292661335
Aweil South,maturation and harvest,11,recurring,59,3979.4265257415673,14370.566762404713,30503.11511664916,64590.03431542179,13.04596763485813,22.248891666827205
Aweil South,maturation and harvest,11,unusual,34,2304.2212999690496,8269.912922797814,30503.11511664916,64590.03431542179,7.5540524013934665,12.803697985996045
Aweil Centre,vegetative growth and flowering,8,recurring,64,27590.575747059236,148309.52542766745,194341.16232023665,599847.6828067736,14.196979897442057,24.724530856517752
Aweil Centre,vegetative growth and flowering,8,unusual,43,18774.665313961254,81715.8517604784,194341.16232023665,599847.6828067736,9.660673575176132,13.622766929450853
Aweil Centre,maturation and harvest,10,recurring,51,21878.101147873575,121729.16029486986,194341.16232023665,599847.6828067736,11.25757450797927,20.29334509142081
Aweil Centre,maturation and harvest,10,unusual,36,15477.129084578624,77846.40358011315,194341.16232023665,599847.6828067736,7.963896531129782,12.977695140182695
Aweil Centre,maturation and harvest,11,recurring,53,22814.959192474373,115774.68964063386,194341.16232023665,599847.6828067736,11.739643274788968,19.30068131611469
Aweil Centre,maturation and harvest,11,unusual,33,14359.767453230565,77379.59268446095,194341.16232023665,599847.6828067736,7.388948013786417,12.899873568301658
Aweil West,vegetative growth and flowering,8,recurring,64,10557.267195718901,30446.123197371646,74106.92961162205,133096.99707884004,14.245991907972968,22.875139083218293
Aweil West,vegetative growth and flowering,8,unusual,34,5647.405710585419,18236.99106552481,74106.92961162205,133096.99707884004,7.620617586212541,13.702030448306902
Aweil West,maturation and harvest,10,recurring,53,8797.892983426083,25728.539448554093,74106.92961162205,133096.99707884004,11.871889753810994,19.33066862005443
Aweil West,maturation and harvest,10,unusual,35,5683.827811941394,13178.28478611916,74106.92961162205,133096.99707884004,7.6697656234431415,9.901263796592646
Aweil West,maturation and harvest,11,recurring,48,7826.964061989384,21624.437773397687,74106.92961162205,133096.99707884004,10.561716836750307,16.247126718109534
Aweil West,maturation and harvest,11,unusual,33,5442.84168934205,16487.998561395274,74106.92961162205,133096.99707884004,7.344578594561633,12.387956845959947
Aweil North,vegetative growth and flowering,8,recurring,56,13371.939629404827,72232.50283706147,106667.21919250018,356589.3047632304,12.536128466302994,20.25649728474686
Aweil North,vegetative growth and flowering,8,unusual,43,10144.307223110978,53815.01578748728,106667.21919250018,356589.3047632304,9.51023875929844,15.091595588717837
Aweil North,maturation and harvest,10,recurring,47,11191.549328990764,59855.50924319171,106667.21919250018,356589.3047632304,10.492023147986638,16.785559309731628
Aweil North,maturation and harvest,10,unusual,31,7396.351493625172,40736.35850033823,106667.21919250018,356589.3047632304,6.9340436074152505,11.423886795311073
Aweil North,maturation and harvest,11,recurring,45,10641.78220227676,59480.22997612955,106667.21919250018,356589.3047632304,9.9766191364488,16.680317996532025
Aweil North,maturation and harvest,11,unusual,32,7574.734522314061,35168.30973584249,106667.21919250018,356589.3047632304,7.101276830554746,9.862412940061029
Aweil East,vegetative growth and flowering,8,recurring,76,19778.587499739417,61573.23596012556,116770.1816034823,226614.05526659772,16.938046364355046,27.17096955336172
Aweil East,vegetative growth and flowering,8,unusual,46,11948.763086970448,35474.9869825436,116770.1816034823,226614.05526659772,10.232717739144215,15.654363071526799
Aweil East,maturation and harvest,10,recurring,59,15420.83226869217,43804.05735425088,116770.1816034823,226614.05526659772,13.206138807813836,19.32980604522436
Aweil East,maturation and harvest,10,unusual,36,9248.570628197334,27563.409080453122,116770.1816034823,226614.05526659772,7.920318784467425,12.163150713677686
Aweil East,maturation and harvest,11,recurring,54,14132.929275961285,51368.149126122415,116770.1816034823,226614.05526659772,12.1032005618974,22.66768010734855
Aweil East,maturation and harvest,11,unusual,39,10162.346347414257,27061.02101479068,116770.1816034823,226614.05526659772,8.702860788486774,11.941457462978201
Panyijiar,vegetative growth and flowering,8,recurring,149,31108.050831060988,92565.2551494864,93971.22773397776,176430.13648018503,33.10380377185713,52.46567111275939
Panyijiar,vegetative growth and flowering,8,unusual,93,19371.029171993043,57141.90793471299,93971.22773397776,176430.13648018503,20.6137874742153,32.38783865087053
Panyijiar,maturation and harvest,10,recurring,111,23170.209149909282,69338.17632805879,93971.22773397776,176430.13648018503,24.656705790310202,39.30064200559421
Panyijiar,maturation and harvest,10,unusual,70,14614.654075425904,44873.90686192711,93971.22773397776,176430.13648018503,15.552264696166775,25.434377457938954
Panyijiar,maturation and harvest,11,recurring,120,24966.521989508645,72534.89967827141,93971.22773397776,176430.13648018503,26.56826200056269,41.11253390455652
Panyijiar,maturation and harvest,11,unusual,72,14952.647416876085,45453.476113131204,93971.22773397776,176430.13648018503,15.91194217362509,25.76287533407656
Mayendit,vegetative growth and flowering,8,recurring,144,12928.094247483545,61831.55044313829,40364.291750004166,116170.96927762292,32.028542275815376,53.22461440032798
Mayendit,vegetative growth and flowering,8,unusual,91,8173.619159459515,34992.853442320324,40364.291750004166,116170.96927762292,20.24962858281459,30.121857173021553
Mayendit,maturation and harvest,10,recurring,113,10146.077145507556,46253.27010033988,40364.291750004166,116170.96927762292,25.13626947388841,39.8148267058053
Mayendit,maturation and harvest,10,unusual,65,5806.473401808435,27013.42614969789,40364.291750004166,116170.96927762292,14.385173503775984,23.253164123251633
Mayendit,maturation and harvest,11,recurring,110,9886.542246461551,46354.03944642514,40364.291750004166,116170.96927762292,24.4932880470039,39.901568984630956
Mayendit,maturation and harvest,11,unusual,67,5992.9148976692595,28448.67471289117,40364.291750004166,116170.96927762292,14.847070610792127,24.488626452711372
Leer,vegetative growth and flowering,8,recurring,154,3529.1748797337946,41847.47752776479,10301.90238072312,75200.68206054294,34.25750651974312,55.64773667089086
Leer,vegetative growth and flowering,8,unusual,95,2164.856195434492,25859.060990640915,10301.90238072312,75200.68206054294,21.014140062959267,34.38673730355554
Leer,maturation and harvest,10,recurring,125,2854.176311835335,31099.935704604693,10301.90238072312,75200.68206054294,27.70533253330044,41.3559223832127
Leer,maturation and harvest,10,unusual,73,1677.954645789391,19098.710031928455,10301.90238072312,75200.68206054294,16.287813490925455,25.396990437603172
Leer,maturation and harvest,11,recurring,124,2834.5108292407917,31846.583561707535,10301.90238072312,75200.68206054294,27.5144407749846,42.348796166593715
Leer,maturation and harvest,11,unusual,76,1731.0704152870017,19844.100140985778,10301.90238072312,75200.68206054294,16.80340534507659,26.388191698859316
Koch,vegetative growth and flowering,8,recurring,141,21469.71643277904,130260.05993605353,68528.57620049351,266890.64624980517,31.329581939606133,48.806528728673506
Koch,vegetative growth and flowering,8,unusual,86,13056.975385139696,73593.1842162146,68528.57620049351,266890.64624980517,19.053329441631778,27.574283793869874
Koch,maturation and harvest,10,recurring,99,15094.22455739315,99303.49456634067,68528.57620049351,266890.64624980517,22.02617563982666,37.20755896158094
Koch,maturation and harvest,10,unusual,68,10399.291917652232,62213.2483701655,68528.57620049351,266890.64624980517,15.175117438931032,23.310389196605616
Koch,maturation and harvest,11,recurring,102,15543.27046803207,100751.51620394111,68528.57620049351,266890.64624980517,22.681443756480867,37.75011137319491
Koch,maturation and harvest,11,unusual,58,8798.358050324563,59660.52659300964,68528.57620049351,266890.64624980517,12.838962281345635,22.35392188947993
Mayom,vegetative growth and flowering,8,recurring,108,8407.745605975751,46650.161221703565,35104.94382823927,116035.92969176179,23.950317787468887,40.20320373665743
Mayom,vegetative growth and flowering,8,unusual,67,5238.057365812634,25347.157883718744,35104.94382823927,116035.92969176179,14.921138718926002,21.84423217106203
Mayom,maturation and harvest,10,recurring,84,6544.790469296902,36253.924642141596,35104.94382823927,116035.92969176179,18.643500759662558,31.243705926644132
Mayom,maturation and harvest,10,unusual,57,4447.405597033334,23277.155275424306,35104.94382823927,116035.92969176179,12.668886806352706,20.060299716870293
Mayom,maturation and harvest,11,recurring,79,6186.52871861643,33777.8612880863,35104.94382823927,116035.92969176179,17.622955754852498,29.109829496617056
Mayom,maturation and harvest,11,unusual,49,3791.936784699579,21136.2323085557,35104.94382823927,116035.92969176179,10.80171728304904,18.215247953545127
Guit,vegetative growth and flowering,8,recurring,128,13404.590553399816,47980.54029439242,47038.505177034436,106606.03572068749,28.497058958294293,45.00733937814135
Guit,vegetative growth and flowering,8,unusual,73,7638.364986537372,28471.015700878186,47038.505177034436,106606.03572068749,16.23853682805091,26.706757744442818
