county,phase,month,flood_type,detected_pixels,crop_exposed_hectares,rangeland_exposed_hectares,crop_hectares,rangeland_hectares,crop_exposed_percent,rangeland_exposed_percent
Aweil North,maturation and harvest,11,recurring,1,0.0,16.300251089399755,4237.1003769567005,445417.7362811846,0.0,0.0036595424388555747
Aweil North,maturation and harvest,11,unusual,91,42.97338923569027,1651.7587770591754,4237.1003769567005,445417.7362811846,1.0142169269673034,0.37083363380403167
Aweil South,dry season,1,unusual,3,0.24697350135454177,8.39709904605442,3463.968951951495,148870.60242481605,0.007129783920707614,0.005640535410807649
Aweil South,vegetative growth and flowering,9,recurring,132,46.924965257362935,1528.2720263819044,3463.968951951495,148870.60242481605,1.3546589449344468,1.0265774447669922
Aweil South,vegetative growth and flowering,9,unusual,144,99.28334754452578,2668.0547351331147,3463.968951951495,148870.60242481605,2.866173136124461,1.7921971777339716
Aweil South,maturation and harvest,10,recurring,182,75.82086491584433,2352.42260040201,3463.968951951495,148870.60242481605,2.1888436636572375,1.580179405527731
Aweil South,maturation and harvest,10,unusual,367,437.39007089889344,6930.323421509796,3463.968951951495,148870.60242481605,12.626847323573186,4.655266593019808
Aweil South,maturation and harvest,11,recurring,173,68.16468637385353,2226.2191412098396,3463.968951951495,148870.60242481605,1.9678203621153016,1.4954054762652984
Aweil South,maturation and harvest,11,unusual,309,365.0268350020127,5848.579485576904,3463.968951951495,148870.60242481605,10.537820634805854,3.9286329136275278
Aweil South,maturation and harvest,12,recurring,77,22.968535625972383,654.2328050881812,3463.968951951495,148870.60242481605,0.6630699046258081,0.43946406774204305
Aweil South,maturation and harvest,12,unusual,295,260.5570439290416,5218.797057122822,3463.968951951495,148870.60242481605,7.521922036346534,3.5055927578169537
Aweil West,dry season,3,unusual,3,0.0,20.00485360971788,2538.7029705192454,360696.1147078907,0.0,0.005546179399775011
Aweil West,vegetative growth and flowering,9,recurring,74,13.089595571790714,966.1603372989674,2538.7029705192454,360696.1147078907,0.5156016959760156,0.2678599236039487
Aweil West,vegetative growth and flowering,9,unusual,141,35.07023719234493,2222.267565188167,2538.7029705192454,360696.1147078907,1.381423411860268,0.616105212829328
Aweil West,maturation and harvest,10,recurring,34,5.186443528445377,376.63458956567615,2538.7029705192454,360696.1147078907,0.2042950116131382,0.10441880968712212
Aweil West,maturation and harvest,10,unusual,286,111.87899611360741,5216.327322109277,2538.7029705192454,360696.1147078907,4.406935250511981,1.446183396328988
Aweil West,maturation and harvest,11,recurring,14,0.0,110.64412860683471,2538.7029705192454,360696.1147078907,0.0,0.030675165075298834
Aweil West,maturation and harvest,11,unusual,195,73.35112990229891,3147.6772747636346,2538.7029705192454,360696.1147078907,2.8893151642429546,0.8726673635818831
Aweil West,maturation and harvest,12,unusual,3,0.0,51.123514780390146,2538.7029705192454,360696.1147078907,0.0,0.014173569577202809
